"id","displaypath","source","status","grouping","parent_grouping","description","top_5","downtime_calc"
1151,ASRS2D005.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1152,ASRS2D005.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1153,ASRS2D005.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1154,ASRS2D005.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1155,ASRS2D005.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1156,ASRS2D005.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1157,ASRS2D005.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1158,ASRS2D005.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1159,ASRS2D005.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1160,ASRS2D005.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1161,ASRS2D005.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1162,ASRS2D005.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1163,ASRS2D005.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1164,ASRS2D005.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D005/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1165,ASRS2D010.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1166,ASRS2D010.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1167,ASRS2D010.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1168,ASRS2D010.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1169,ASRS2D010.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1170,ASRS2D010.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1171,ASRS2D010.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1172,ASRS2D010.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1173,ASRS2D010.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1174,ASRS2D010.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1175,ASRS2D010.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1176,ASRS2D010.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1177,ASRS2D010.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1178,ASRS2D010.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1179,ASRS2D010.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1180,ASRS2D010.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D010/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1181,ASRS2D020.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1182,ASRS2D020.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1183,ASRS2D020.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1184,ASRS2D020.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1185,ASRS2D020.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1186,ASRS2D020.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1187,ASRS2D020.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1188,ASRS2D020.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1189,ASRS2D020.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1190,ASRS2D020.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1191,ASRS2D020.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1192,ASRS2D020.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1193,ASRS2D020.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1194,ASRS2D020.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1195,ASRS2D020.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1196,ASRS2D020.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2D020/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1197,ASRS2E005.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1198,ASRS2E005.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1199,ASRS2E005.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1200,ASRS2E005.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1201,ASRS2E005.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1202,ASRS2E005.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1203,ASRS2E005.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1204,ASRS2E005.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1205,ASRS2E005.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1206,ASRS2E005.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1207,ASRS2E005.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1208,ASRS2E005.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1209,ASRS2E005.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1210,ASRS2E005.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1211,ASRS2E005.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1212,ASRS2E005.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E005/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1213,ASRS2E010.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1214,ASRS2E010.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1215,ASRS2E010.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1216,ASRS2E010.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1217,ASRS2E010.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1218,ASRS2E010.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1219,ASRS2E010.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1220,ASRS2E010.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1221,ASRS2E010.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1222,ASRS2E010.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1223,ASRS2E010.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1224,ASRS2E010.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1225,ASRS2E010.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1226,ASRS2E010.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1227,ASRS2E010.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1228,ASRS2E010.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E010/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1229,ASRS2E020.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1230,ASRS2E020.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1231,ASRS2E020.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS2,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1232,ASRS2E020.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1233,ASRS2E020.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1234,ASRS2E020.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1235,ASRS2E020.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1236,ASRS2E020.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1237,ASRS2E020.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1238,ASRS2E020.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1239,ASRS2E020.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS2,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1240,ASRS2E020.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1241,ASRS2E020.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1242,ASRS2E020.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1243,ASRS2E020.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1244,ASRS2E020.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS2E020/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS2,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1245,ASRS3A010.IB_DISC1,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/IB_DISC1:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS3,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1246,ASRS3A010.IB_DISC2,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/IB_DISC2:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS3,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1247,ASRS3A010.IB_DISC3,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/IB_DISC3:/alm:Out_VFDDiscFault,Down,Conveyor_ASRS3,ASRS,VFD Disconnect Fault - Turn On Motor Disconnect,Y,Y
1248,ASRS3A010.IB_VFDFaulted,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/IB_VFDFaulted:/alm:Out_VFDFault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1249,ASRS3A010.IB_VFDFaulted2,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/IB_VFDFaulted2:/alm:IB_VFDFault2,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1250,ASRS3A010.Out_BladeDownfault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_BladeDownfault:/alm:Out_BladeDownfault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1251,ASRS3A010.Out_BladeRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_BladeRaisefault:/alm:Out_BladeRaisefault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1252,ASRS3A010.Out_ChainRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_ChainRaisefault:/alm:Out_ChainRaisefault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1253,ASRS3A010.Out_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_DoorCloseFault:/alm:Out_DoorCloseFault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1254,ASRS3A010.Out_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_DoorOpenFault:/alm:Out_DoorOpenFault,Down,Conveyor_ASRS3,ASRS,VFD Fault - Check VFD for Fault Code,Y,Y
1255,ASRS3A010.Out_Fault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_Fault:/alm:Out_Fault,Down,Conveyor_ASRS3,ASRS,Conveyor Fault. Check Conveyor Faceplate for Details,Y,Y
1256,ASRS3A010.Out_JamFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_JamFault:/alm:Out_JamFault,Down,Conveyor_ASRS3,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1257,ASRS3A010.Out_MPFAULT,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_MPFAULT:/alm:Out_MPFAULT,Down,Conveyor_ASRS3,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1258,ASRS3A010.Out_RollerRaisefault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/Out_RollerRaisefault:/alm:Out_RollerRaisefault,Down,Conveyor_ASRS3,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1259,ASRS3A010.US_DoorCloseFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/US_DoorCloseFault:/alm:US_DoorCloseFault,Down,Conveyor_ASRS3,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1260,ASRS3A010.US_DoorOpenFault,prov:default:/tag:L2/ASRS/Conveyors/ASRS3A010/US_DoorOpenFault:/alm:US_DoorOpenFault,Down,Conveyor_ASRS3,ASRS,Photo Eye Jam Fault - Clear Jam and Restart System,Y,Y
1261,ASRS3A010_ESPC1.O1,prov:default:/tag:L2/ASRS/EStops/EPC/ASRS3A010_ESPC1/O1:/alm:O1,Down,Conveyor_ASRS3,ASRS,Emergency Stop Pullcord Tripped Alarm,Y,Y
